,Review_text,Nouns
1962,Excellent Phone+6,
1963,Best,
1964,Very good,
1965,Nice phone with great features,"phone,feature"
1966,It's the best for it's price,price
1967,"Wow ,mobile is awesome.fell in love with it","mobile,love"
1968,Excellent,
1969,Nice Phone,phone
1970,What I expected same here in oneplus,oneplu
1971,Great smartphone ever,smartphone
1972,Wonderful phone. Great camera! Good speed.,"phone,camera,speed"
1973,"Yes, I liked this product",product
1974,One of the best phone till now,phone
1975,Valaue for money,money
1976,Amazing,
1977,"Good mobile, good speed. But battery 🔋 not good. High cost for cons.. Audio jack is negative point, other wise good","speed,battery,cost,con,jack,point"
1978,"It's amazing speed, no dislikes","speed,dislike"
1979,Picture processing can be more better.,"picture,processing"
1980,Fabulous.but I think one plus 6t is better...dashing look.,"t,look"
1981,Satisfied ..!,
1982,"The phone is very smooth in daily operations.
The display is very good.
The rear camera performance is very good. The low light photography(generally in the night) with the front-facing camera is ok; especially the portrait mode struggles a lot.
The Oxygen OS gesture control is very useful.
The Night Mode and Adaptive Battery feature are now available with the latest Android Pie update which is available in One Plus 6T.
There is almost nothing to complaint about this phone. I strongly recommend this phone.","phone,operation,display,rear,camera,performance,light,night,front,camera,portrait,mode,lot,gesture,control,feature,update,nothing,phone,phone"
1983,Very nice,
1984,Buy without even a second thought,thought
1985,Amazing blazing speed smartphone. It comes with all the features a premium phones have. Don't think get this.,"speed,smartphone,feature,phone"
1986,Very reliable,
1987,Fantastic  product but 3 days before I lost mobile. Can you help us to find them.,"product,day"
1988,Blazing fast phone really love it,phone
1989,Cannot find anything better,anything
1990,Awesome,
1991,Vibration is not working,vibration
1992,Best smartphone I have used till date.  Been using just after it launched.  Maybe one of the first 50 customers.  Great product at great price,"smartphone,date,customer,product,price"
1993,Features are really good,feature
1994,Great phone. Never settle,phone
1995,"We have a large space of storage. Nice,royal look","space,storage,look"
1996,It is definitely a good product with good quality camera for excellent photoshoots with well optimized battery and performance. Must go with one plus brand.👌,"product,quality,camera,photoshoot,battery,performance,brand"
1997,Excellent,
1998,Camera is not good comparison with iPhone,"camera,comparison"
1999,Amazing phone,phone
2000,Good,
2001,Very good,
2002,"Very fast and nothing makes it get slow, camera very good, no phone under 45000 can hv better picture then OP6! I GOT 8GB VERSION, I GOT IT BY NO COST EMI FROM BAJAJ, I HAD BAJAJ DIGITAL EMI CARD, WHICH I USED, MY LIMIT ON CARD WAS 45000 SO I PURCHASED IT FOR 39999!","nothing,camera,phone,version,it,cost,emi,card,limit,card,it"
2003,Excellent phone except battery life. But good for a day if you are an average user.,"phone,battery,life,day,user"
2004,Picture quality. Sound quality. Battery life. Like I need to say more :-P,"picture,quality,quality,battery,life"
2005,Nice on everything,everything
2006,Beautiful mobile with pixel like performance..,"mobile,pixel,performance"
2007,Good,
2008,Nice phone ever..like it very much,phone
2009,Very nice mobile..,mobile
2010,Battery life good,"battery,life"
2011,Superb,
2012,"Picture quality is good, sound quality is ok and battery life is outstanding, you should buy this phone in offer","picture,quality,quality,battery,life,phone,offer"
2013,"Indeed best phone available in this range. I used to use notice g phone previously I though Moto g has got the best better lyf. But even this phone has got good bettery lyf. Picture quality is good. Very quick charging, phone will run whole day even if you play games. It has got the speed too. High quality photo and videos results in takes Ng more memory. Very user frandly phone.","phone,range,notice,phone,lyf,phone,bettery,lyf,picture,quality,charging,phone,day,game,speed,quality,photo,video,result,memory,user,phone"
2014,"One of the best phone. Awesom camera with excellent still pics, excellent videos with slowmotion. Only one speaker is present good quality with nice sound clarity.. Battery life is good but not the best.. But the dash charger awesome, charges from 0% to 100% in hour.. Overall best quality and also got it for a best deal..","phone,awesom,camera,pic,video,slowmotion,speaker,quality,clarity,battery,life,dash,charger,charge,hour,quality,deal"
2015,Looks awesome bought in September camera is next to DSLR sound quality is terrible battery life is not so good but lasts better,"camera,quality,battery,life"
2016,Phone is amazing but battery not up to mark. Sound output is low comparing to other mobiles. Battery gets drain very fast while playing games. Only 4 stats for display and speed.,"phone,battery,output,mobile,battery,drain,game,stat,display,speed"
2017,"Just one word, WOW. the display and the camera quality and the performance and the body build is just soo premium and excellent.","word,display,camera,quality,performance,body,build,soo,premium"
2018,Bought this phone a month ago by prebooking it with 1000rs voucher .was promised free bullet earphones but never received the code. It is impossible to contact customer care for the same. What is the use of prebooking when no benefits are given ?,"phone,month,voucher,bullet,earphone,code,customer,care,use,benefit"
2019,An all rounder excellent phone. Delivers what it promises,phone
2020,"Nice mobile performance wise but you cannot click moving images and live photo like Samsung, VIvo and apple 7 and above","performance,image,photo,vivo,apple"
2021,For battery purpose it's good.. Photos are also great quality.,"battery,purpose,photo,quality"
2022,Loved the colour. Overall satisfied with the product.,"colour,product"
2023,I personally like to performance and the quality product delivered by Amazon on time.,"performance,quality,product,time"
2024,Best mobile compared to any brand any range.,"mobile,brand,range"
2025,No words to say. It's good enough for your expectations.,"word,expectation"
2026,Grt,
2027,Excellent,
2028,"Battery Drainage Issue, so buy at your own risk.
Amazon doesn't take care if any issue comes up.
Still suffering no confirmation on replacement. Worst product ever.","risk,care,issue,confirmation,replacement,product"
2029,Appreciate...😘,
2030,Really nice to...,
2031,"Great phone and quite responsive. Wireless charging and ear phones missing, hence one star less. Quick delivery by amazon","phone,ear,phone,star,delivery,amazon"
2032,My best phone,phone
2033,I like it all the way,way
2034,Awesome mobile,mobile
2035,Good working,
2036,Super no words to explain,word
2037,"1. Phone is heavy in weight.
2. Bigger in Size. Not Ideal to put in pocket.
3. Best in Speed & Browsing.
4. Camera Quality is Perfect.
5. OVER ALL - Ideal Screen size not more then 5.0"". with same specifications.","phone,weight,pocket,size,specification"
2038,"Excellent battery life, super fast charging (using original cable and adapter only), nice camera specially in dark.","battery,life,charging,cable,adapter,camera,dark"
2039,Excellent Product,product
2040,excellent quality,quality
2041,Very nice phone... great picture quality...Gets charged easily,"phone,picture,quality"
2042,All in one OnePlus,oneplu
2043,Good but more suitable storage than 64,storage
2044,Good,
2045,"Picture quality average, pics appear distorted
Sound quality good
Battery life better than previous phones
Too many bugs with this update
Replaced my one plus 3 with one plus 6 and already regretting my decision
This phone offers nothing much extra...
Little things provided are actually of no use","picture,quality,average,pic,quality,life,phone,bug,update,one,decision,phone,nothing,thing,use"
2046,It's really great,
2047,Best purchase got it during sale and 128 GB at 5 K less than usual price.,"purchase,sale,k,price"
2048,Battery & Picture quality awesome after 6 months use I write my review face unlock is very good.,"quality,month,review,face,unlock"
2049,Great!,
2050,Awesome phone,phone
2051,"I have used Samsung, apple, Nokia, MI till now at least two years.  this is the first time i feel i should get rid of this phone at the earliest.  unfortunately i bought this phone one month back and made factory reset and OS installation in service center twice because of so many issues.  worst experience, i am surprised to see such a hype for this device.  heating issue, battery drains fast, few apps do not work, second sim doesnt work sometime, dual app doesnt work, hangs and behaves weird sometimes.. not reliable at all.  i paid very high price for this quality.  i have never experienced such bad experience with Sumsung and Apple so far.  Oneplus has a long way to reach their standards.","apple,year,time,phone,phone,month,back,factory,reset,installation,service,center,issue,experience,hype,device,heating,issue,battery,drain,app,sim,app,price,quality,experience,way,standard"
2052,It's more like other Android phone with cheep camea and focusing capacity. And sound system is more like a China phone speaker . It's gud for gaming and reading articles,"phone,camea,capacity,system,phone,speaker,gud,gaming,reading,article"
2053,One Olus 6 is a Superior Class Mobile in all Aspect,
2054,Good,
2055,Worthy,
2056,Ok as of now,
2057,Best in market,market
2058,Really good,
2059,The best mobile,mobile
2060,Best for everything,everything
2061,"I have used one plus 1, OnePlus 3, OnePlus 5t and now I'm using OnePlus 6. Perhaps, It's the best among all of them. Couldn't have asked for more at this price.","t,price"
2062,Fabulous,
2063,Sound is not good ...,sound
2064,"One hell of a phone. Got 8GB/128GB version for 29k and its worth the money. Fast software updates, bloatless Oxygen OS all makes perfect value for money. The best developer friendly phone next to Pixel devices","hell,phone,version,worth,money,software,update,value,money,developer,phone,device"
2065,Best Mobile,mobile
2066,I am in love with OnePlus. Its amazing. The only problem with it is phone heats ups when we use it while on charge.,"love,problem,phone,heat,up,charge"
2067,The only problem with this is sound quality and the battery life,"problem,quality,battery,life"
2068,All of them,
2069,Picture quality is not up to mark picture blurs when we zoom and take pic... Absolutely insane to see such low quality.,"picture,quality,picture,blur,pic,quality"
2070,Design is worst .all phone are like same .,phone
2071,Best and cheap,
2072,"design is great
i like its display
battery is good, you can use whole day using it with internet connectivity and multimedia use.
camera is also good","design,display,battery,day,internet,connectivity,multimedia,use,camera"
2073,excellent phone,phone
2074,Good quality product,"quality,product"
2075,Nice Purchase and Good product.,product
2076,"Got in on great indian sale, excellent phone used till date","sale,phone,date"
2077,Good one,
2078,Awesome phone,phone
2079,Meets my expectation. Picture Quality and Touch is great,"expectation,picture"
2080,"Best smartphone....one can opt...with reasonable prices. It's best in all fields may it be sound, picture or battery life !","smartphone,price,field,picture,battery,life"
2081,"Full fill all your requirement like speed , camera quality and fast battery charger.","requirement,speed,camera,quality,battery,charger"
2082,Great phone. Worth the money.  This is the first time I bought OP product,"phone,money,time,op,product"
2083,Nice.,
2084,The picture quality n the camera is amazing. Totally happy with this one!!,"picture,quality,camera,one"
2085,Every thing,thing
2086,"Good device, proper value for money. Must buy.","device,value,money"
2087,"Good performance,good battery life,good display.. overall good product...","performance,battery,life,display,product"
2088,Simply good.,
2089,Superb product excellent,product
2090,I think I would trust only Amazon when it comes to electronics.. Amazing...,electronic
2091,picture quality,"picture,quality"
2092,Great smart phone,phone
2093,Nice,
2094,Loving my one plus 6,one
2095,Awesome phone,phone
2096,Camera image quality is not upto the mark..... overall phone is awesome.,"camera,image,quality,mark,phone"
2097,Battery is draining fast.,battery
2098,"I had purchased one month before only, while traveling mobile fall down from 2ft and back glass cracked. I try to ask the one pluses service centre about the replacement. Even it one month old modile, he was asking 3500 rupees . I showed all details even they are asking 3500rupees.
(One plus 6 customer service of Kukatpally branch Hyderabad).","month,fall,back,glas,plus,service,centre,replacement,month,modile,rupee,detail,customer,service,branch"
2099,It's an one plus six so everyone knows how it is.,everyone
2100,In love with this phone .. excellent camera and a great battery life makes this an amazing deal .. and thanks to amazon i got oneplus6 red edition i.e 8/128gb for.just 32k .. Just amazing .. had a great deal ... thanku amazon . keep giving such offers,"love,phone,camera,battery,life,deal,thank,edition,deal,amazon,offer"
2101,Amazing phone,phone
2102,Excellent,
2103,Nice product,product
2104,Overall a very good and fast phone....,phone
2105,Phone is getting heat sometimes,"phone,heat"
2106,Super Sound & Picture quality.. great battery life..,"quality,battery,life"
2107,"What can I say? I love my phone. The camera, speakers, battery life all excellent. Dash charger top notch.
Only issue I have is with the OS is the unability to move pictures in the gallery between folders. I need to connect the phone to my PC to be able to do that. If OP can fix that, I'd love it.","phone,camera,speaker,battery,life,charger,notch,issue,unability,picture,gallery,folder,phone,pc,op"
2108,Not satisfied,
2109,Amazing product but is sound quality not good as this price range other wise one of the best phone of 50k price range..,"product,quality,price,range,phone,price,range"
2110,nice product,product
2111,The best phone,phone
2112,All Quality are very good,
2113,One of the best mid range mobile handset. There is scope for improvements especially in the camera and audio quality. This is no doubt the fastest phone I have ever handled and its as smooth as butter.,"range,handset,scope,improvement,camera,audio,quality,phone,butter"
2114,"Just amazing phone, picture quality awesome, camera excellent, paisa vasool phone.","phone,picture,quality,camera,excellent,paisa,vasool,phone"
2115,Awesome phone worthfull,"phone,worthfull"
2116,Simply amazing,
2117,Good phone,phone
2118,Cclear... Pic.. I love 😍 one+,cclear
2119,"Amazing product it's value for money,camera and dash charging it's two things are amazing in this products....","product,value,money,camera,dash,charging,thing,product"
2120,Get OnePlus.. Turn to b a photographer,"b,photographer"
2121,Nice & gud looking phone,phone
2122,Superb phone in the budget of 35k,"phone,budget"
2123,This Phone is too good... But the sound Quality of the internal speaker is good... Not very good.... And the output of headphone Jack is just average.... Not good at all...,"speaker,output,headphone"
2124,Good,
2125,Camera and a quality is good......it's just amazing,"camera,quality"
2126,😍😍😍🥰,
2127,Good phone,phone
2128,"Everything is good about this phone, except that the good features that were there in Moto G4 are missing. I'm not talking about the brand specific features. I'm more worried about the options and settings that were available there.
1. Now There is no option to independently setup notifications per app in lock screen when phone is locked and pull down tab when phone is unlocked. In summary, lock screen is cluttered with notifications from preferred apps, while there no space for music apps for control. I gave feedback about it, but there is no response from OnePlus
2. The apps list is now tiled vertically side by side with no option available to set it like one on top of the other, like it was before. The navigation with earlier approach was very fast. Now it takes longer time to navigate through app one by one
3. Volume control is not good. It takes you to whole new page. Any video playing at that time would stop. This happens especially when I am playing video and want to turn off alarm sound or reduce ringing volume.
4. Bluetooth does not connect to already known device automatically. It it seems to take long time.
5. The gestures are not sensitive enough to work first time. It needs at least two attempts to open app through gestures on locked screen
There are many more, but this is all for now.","everything,phone,feature,brand,feature,option,setting,option,notification,app,lock,screen,phone,tab,phone,summary,lock,screen,notification,app,space,music,app,control,feedback,response,app,list,side,side,option,top,navigation,approach,time,app,volume,control,page,video,playing,time,video,alarm,sound,volume,device,time,gesture,time,attempt,app,gesture,screen"
2129,Perfect for photos lover..and good battery quality,"photo,battery,quality"
2130,Working as expected.,
2131,Battery life can be improved . Picture quality and Sound quality are amazing.,"battery,life,picture,quality,quality"
2132,Super cool,
2133,Fastest device out there. Oxygen OS is super sonic,device
2134,Problem in operating system... Automatically switch off.. always.. its too bad..,"problem,system"
2135,Awesome,
2136,It gets heat if I use it for  1 hour continues over heat while playing games please suggest me something,"heat,hour,heat,game,something"
2137,"Nice camera,  nice bass, charging tme very low but life is better","camera,bas,tme,life"
2138,Good camera centric mobile but price is higher than the performance,"camera,centric,mobile,price,performance"
2139,Good,
2140,It's just awesome,
2141,Best,
2142,I have purchased it through Amazon and after two months it's power button volume button all stop working,"month,power,button,volume"
2143,good,
2144,No words,word
2145,"Beautiful low Light Rear camera, I just love the camera and performance of the mobile is quick, much worth for the price","camera,camera,performance,mobile,price"
2146,I am in love with one plus,love
2147,Masterpiece,
2148,Price much higher,
2149,Good,
2150,If the speakers are stereo the mobile will be an awesome one.,"speaker,mobile"
2151,Just Awesome...,
2152,Overall performance of the gadget is very good. Really I liked it.,"performance,gadget"
2153,Awesome,
2154,Its the best u can get for ur money. Premium from every corner,"u,money,premium,corner"
2155,"Excellent phone, awesome camera, long battery life
Great value for money","phone,camera,battery,life,value,money"
2156,Pretty great,
2157,Good,
2158,"The best in range.
Pure satisfaction, nothing else.
Best in class features.","range,satisfaction,nothing,clas,feature"
2159,Some apps are still lagging,app
2160,Good phone for the youth,"phone,youth"
2161,"Got it for an effective price of 27000 during Great Indian Sale! Totally value for money. I'm using this phone over one month now and am fully satisfied with it. Phone as expected gives a superfast performance, best user experience, dash charging is amazing, camera is good... However, low light performance is still needs improvement even after the inclusion of nightmode. But that doesn't mean it's bad... It comes in comparison with top end flagship cameras.
Very satisfied with OnePlus and Amazon on this purchase!","price,sale,value,money,phone,month,phone,performance,user,experience,dash,charging,camera,performance,improvement,inclusion,nightmode,comparison,end,flagship,camera,purchase"
2162,Nice phone,phone
2163,Overall a very good phone. I am very happy to see all feature in one phone,"phone,feature,phone"
2164,Very nice phone in this range.nice picture and sound quality.better battery life.,"phone,picture,battery,life"
2165,Not that good....,
2166,Like Beast,beast
2167,Awesome product... Rapid charging is amazing... Good camera quality...,"product,charging,camera,quality"
2168,Good,
2169,"picture quality"", ""sound quality"" and ""battery life"". Superb","picture,quality,quality,battery,life"
2170,Great phone in all fronys. Only regret that could not avail the special 5k discount during deepavali sale.,"phone,frony,regret,discount,sale"
2171,Very good,
2172,Love,love
2173,V Good Phone....Great Speed.,speed
2174,Good,
2175,Great battery life.,"battery,life"
2176,Best mobile.,mobile
2177,Ok,
2178,Best Android phone,phone
2179,"Very Fluid , very Fast but the sound quality of it's speaker is pethetic","quality,speaker"
2180,Really good,
2181,Excellent phone,phone
2182,Good product,product
2183,Nice upgrade in all ways. Impressed with all aspects. Got it during sale with around 8k offer.,"way,aspect,sale,offer"
2184,"The phone is awesome. It works amazing.
The picture quality of the camsera is truely remarkable. It is as per expected. Even after latest update, night mode working really nice.
Sound quality is ohk. It's not that much loud but it's ohk.
Game changing is battery life. If you are a normal user, then battery will last till a day. But if you are a core user, then you have to charged your phone twice a day.
Other wise it's a great phone.","phone,picture,quality,camsera,update,night,mode,quality,game,battery,life,user,battery,day,user,phone,day,phone"
2185,Excellent product,product
2186,Good,
2187,Picture quality is very poor if you zoom a bit also.,"picture,quality,bit"
2188,Not best in any segments but Best all rounder mobile..i am ios user ..i feel badly with android,"segment,user,android"
2189,It's awesome phone,phone
2190,"Great camera, amazing style, dashing color. Speedy OS. what else u need. FUlly satisfied.","camera,style,color,need"
2191,Recording system not working,system
2192,Good,
2193,One of the best smart phones for the price range and its has all the features for the price . Value and worth for the money that you invest on this phone .,"phone,price,range,feature,price,value,money,phone"
2194,Battery draining fast so i have dislike it. Overall good. Battery is bad.,"battery,battery"
2195,Everything is just perfect,everything
2196,Awesome phone,phone
2197,"Picture quality is good, sound is also good. But what the use if battery drains like anything. I have to charge 4 times in a day with normal usage. Just a hype waste of money. No customer care, no support. All money wasted. Highly disappointed. I am not playing games on phone, just occasional usage of FB and calls. Even camera is not much usaed. For first few days phone battery performed well. Now it is a pain.","picture,quality,sound,use,battery,drain,anything,time,day,usage,hype,waste,money,customer,care,support,money,game,phone,usage,call,camera,day,phone,battery,pain"
2198,I cant define the performance on this device .if u play pubg u love it.,"performance,device,pubg,love"
2199,Super,
2200,Awesome device by OnePlus... 3.5 mm headphones...nice camera... Good battery life...in spite of big screen easy to operate with one hand... Slim.... Only thing is speaker volume is low...,"device,mm,headphone,camera,battery,life,spite,screen,hand,thing,speaker,volume"
2201,After so many of tesseract found good phone to use,"tesseract,phone"
2202,This is the best phone plus the price is awesome. I will highly recommend it.,"phone,price"
2203,Product is Really Great🙌,product
2204,Sound and battery,"sound,battery"
2205,The phone is really good for this price. Picture quality is awesome and speed is good.,"phone,price,picture,quality,speed"
2206,After using it for a month this phone works perfectly fine in all aspects and one plus delivers the timely updates,"month,phone,aspect,plu,update"
2207,Great phone,phone
2208,Great.. more powerfull..must buy if you can. Great picture quality. Camera speaker screen charging bettery bqckup all are great and best,"picture,quality,camera,speaker,screen,bettery,bqckup"
2209,"Wonderful phone , in love with this phone and very happy with Amazon they delivered my phone within 24hrs.","phone,love,phone,phone"
2210,Cheap and best.. best phone I have ever buyed,phone
2211,I just loved the phone and it's features and therapy was not a single mistake in packaging and while delivering,"phone,feature,therapy,mistake,packaging"
2212,"this is awesome mobile for gammers
big sound
awesome display and good bettery life","mobile,gammer,sound,display,bettery,life"
2213,Cast is not working and no any response from OnePlus,"cast,response"
2214,"This is just amazing! And for those who are going to purchase one plus 6t, I must tell u that phone is also amazing but this and that phone are same instead this is faster as its fingerprint scanner is normal!","t,u,phone,phone,fingerprint,scanner"
2215,Best smartphone under 35K category. Awesome speed and super fast charging.,"smartphone,k,category,speed,charging"
2216,First time using One+ product. I had availed Dusshera offer and mobile delivered on time by Amazon. Thanks for it. Everything was good except Battery as it was draining fast. Sleeping time was not set initially. I did the same and battery draining time has reduced. I have contacted Amazon and they had offered the service of a home Service Expert. He had come and suggested a couple of other setting changes as well which has increased the battery usage time. Now I am getting a whole day with heavy usage.  Camera is just awesome. No over heating issue. Fast charger is an additional advantage. When the battery problem had started i was bit repentant that I should have waited for 1+6T. Now I am fine as battery is giving reasonable coverage throughout the day.,"time,product,offer,mobile,time,thank,everything,time,battery,draining,time,service,home,couple,change,battery,usage,time,day,usage,camera,heating,issue,charger,advantage,battery,problem,battery,coverage,day"
2217,Hi,
2218,Reviewing the phone using the phone.....funny,"phone,phone"
2219,Good mobile. Premium looks and quality. If ur budjet allows ...go for it.,"mobile,premium,quality,budjet"
2220,"It is awesome phone. I love it alot, it's design is fabulous.","phone,design"
2221,Excellent,
2222,Gud,
2223,I am using it since one month. I am fully satisfied with this phone.,"month,phone"
2224,Best phone in dis range,"phone,di,range"
2225,One plus is OnePlus.,plu
2226,speechless cool fantastic,
2227,Very good,
2228,Poor vedio quality,"vedio,quality"
2229,"It's camera is not upto the mark, flawless performance .. battery remains there for 6 hours.. fast charging is of no use...","camera,mark,performance,battery,hour,charging,use"
2230,Super,
2231,Everything is good about OnePlus 6. Using OnePlus for first time and am really Happy with the phone. :),"everything,time,phone"
2232,Good,
2233,Best mobile phone I have ever used,phone
2234,Overall best phone.,phone
2235,As just name is enough One plus,name
2236,"It would be a great choice
If thinking which phone to buy
Go for this
Dump your Apple",choice
2237,The things which ate lacking in it is upgraded in 6T version. So go for it,"thing,version"
2238,Excellent phone. Beautiful camera. Excellent battery backup.,"phone,camera,battery,backup"
2239,over heat...and hanging problem...,"heat,problem"
2240,Excellent quality in every manner... Love one plus... And also Amazon delivered on time in beautiful packing...,"quality,manner,plu,time,packing"
2241,"No words to say, Worth every rupee","word,rupee"
2242,Very very Good,
2243,"Good,very easy to manage.",
2244,Nice phone,phone
2245,Good product for price,"product,price"
2246,This phn is very good nd value for money every thing is better quality of this phn cam is better than other phn,"phn,value,money,thing,quality,phn,cam,phn"
2247,"It's a great phone, it's been a month since I bought..I find no mistakes what's so ever.. Useful","phone,month,mistake"
2248,Awesome product awesome performance,"product,performance"
2249,Awesome,
2250,None,none
2251,Fine product but only look is not as the name is ..it should different from others to differentiate it from others..,"product,name,other,other"
2252,Screen quality can be better when compared to flagship phones,"screen,quality,flagship,phone"
2253,Very good,
2254,Battery  is draining even mobile was in stand by mode,"stand,mode"
2255,Mobile is awesome but there is an front camera picture quality issue. The courier service was worst.,"mobile,front,camera,picture,quality,issue,courier,service"
2256,Very good product.,product
2257,I exchanged my one plus 5 and bought one plus 6 but it was a disappointment. The picture quality was far better in 5. The battery also seems to drain faster. Speed wise phone is really good but photo clarity they need to improve.,"disappointment,picture,quality,battery,phone,photo,clarity"
2258,Just wow.,
2259,One of the best smartphone,smartphone
2260,Excellent buy,buy
2261,"Happy about the purchase ! As a one plus fan over a time and been used already one plus 3 for years , same reputation and same build quality only thing I hate it To versions releasing very soon makes me look like a fool now , why one plus ? At least a heads-up would have made me waited for The version","purchase,fan,time,year,reputation,build,quality,thing,version,fool,head,up,version"
2262,"Excellent phone. Can't find a flaw with design or features.
Only a slightly bigger battery could have made it the perfect smartphone within this price range.","phone,flaw,design,feature,battery,smartphone,price,range"
2263,Like,
2264,This is worth a money. Great phone,"money,phone"
2265,Good,
2266,I used this phone since 4 month.... picture quality was amazing and sound quality is pretty good ..nd speed was osm...my phone charged fully in 40 min... One thing is missing that company doesn't give earphone with one plus. Overall it is a good phone in the price range of 34k,"phone,month,picture,quality,quality,speed,phone,min,thing,company,earphone,plu,phone,price,range"
2267,Battery life is very poor compared to OnePlus5,"battery,life"
2268,Spend less get more,
2269,"Everyone knows Camera is the best of OnePlus 6, but interestingly it's battery backup is also superb which is not mentioned in any review. I am a normal android phone users with basic calls,WhatsApp,FB,camera,some other apps like OLA,UBER,SWIGGY etc...and in a single charge it usually ends with 2days. This is really amazing.","everyone,battery,backup,review,phone,user,call,camera,app,charge"
2270,Battery life,"battery,life"
2271,Good product....,product
2272,"Shifted from Nexus series to OnePlus, just to experience. Not very impressed. Average camera and lots of software bugs once you start using. And you realise why these phones are so much cheaper than the Samsung, Google flagships.","series,camera,lot,software,bug,phone,flagship"
2273,"No way
.",way
2274,Awesome product,product
2275,Good,
2276,Camera is flagship grade,"camera,flagship,grade"
2277,Best,
2278,OnePlus,
2279,It's fab,
2280,Amazing phone with smooth touch experience and in my month of usage have found it to be great value for money proposition,"phone,touch,experience,month,usage,value,money,proposition"
2281,Awesome Product with perfect picture and sound quality!!,"picture,quality"
2282,Up to the mark,mark
2283,"This phone is a big beast in premium phones. Very attractive, Sound could be better but overall it's a must buying phone if someone plan to buy a premium phone. Picture quality is very brilliant
 Battery life is too good. Phone is looking amazing.
I write this review after using this phone for 3 months. 🏃I really loved it.","phone,beast,phone,phone,someone,phone,picture,quality,life,phone,review,phone,month"
2284,Valuable for money,money
2285,Good,
2286,Super mobile,
2287,Best purchase till date,"purchase,date"
2288,"Worst service ever.. the company doesnt care about its customers at all after the product has been bought.. No service for the existing customers.. Quality of the product is worst.. especially back cover.. At the first slip of the mobile, it broke even aft the back case is thr.. Its a bad quality product.. Even the service providers and company representatives (one plus showroom koramagala) say tat and accept tat.. So there is no point in buying this product..","service,company,customer,product,service,customer,quality,product,back,cover,slip,mobile,back,case,thr,quality,product,service,provider,company,representative,showroom,koramagala,tat,point,product"
2289,"A phone that would never let you down...1+(6). i got it only for 25k during the great indian sale😎.I am very much glad to own my 1st 1+ #neversettle.
Battery backup-1day full use,3day general use.","phone,sale,battery,use"
2290,Paisa wassool product🔥😎,"wassool,product"
2291,"Bang for a buck , i wish it had a larger battery, I'll still recommend this device over its successor which is 6T .
All in all its the best you can get","buck,battery,device,successor,t"
2292,Very good smartphone... Will recommend,smartphone
2293,Excellent,
2294,Excellent,
2295,Good device,device
2296,Good,
2297,Great,
2298,"Nice phone😀, battery and other features should be better.","phone,battery,feature"
2299,"Best n nice product, nothing can beat this","product,nothing"
2300,Best ever phone I have purchased,phone
2301,Good,
2302,"Phone Mic is having problems, not able to listen voice on incoming calls, sound  issue not happy with phone .","problem,voice,call,sound,issue,phone"
2303,What an amazing set .....I have ever used,set
2304,Good,
2305,Good one,
2306,Great phone except for a fact that software bugs are a nuisance. No complaints others wise.,"phone,fact,software,bug,nuisance,complaint,other"
2307,Battery life,"battery,life"
2308,"The beast is in my hand and i love it...
The battery drains quickly while playing PUBG on 75% Brightness with gaming mode on. Otherwise i think it's the best flagship phone...","beast,hand,battery,pubg,gaming,mode,flagship,phone"
2309,Never Settle to any one,
2310,Good picture quality but  battery life nt getting,"picture,quality,battery,life"
2311,The best smart phone available in the market! No need to look for anything else. Just go for it. .,"phone,market,need,anything"
2312,IAM using my one plus 6 from last few months purchased on Amazon Diwali sale completely satisfied with this phone. One thing that amazed me most is his battery life... because I had some doubt any his battery size,"month,sale,phone,thing,battery,life,doubt,battery,size"
2313,"If you haven't already watched all the YouTube reviews about how amazing this phone is, go do that. I have no hesitations to recommend this product. Get it on EMI if you do not have money saved up. It is absolutely worth it.","phone,hesitation,product,money"
2314,All things r good just battery life can be better,"thing,battery,life"
2315,Picture quality is outstanding..,"picture,quality"
2316,Superb,
2317,"There is a brightness issue I m facing from day one.
There is only one speaker and loud volume is annoying. Picture quality is satisfactory but needs much improvement. Battery performance is not per expectations. But most satisfactory thing is its performance. 5 star for speed","brightnes,issue,day,speaker,volume,picture,quality,improvement,battery,performance,expectation,thing,performance,star,speed"
2318,Camera is really good even in dark the picture quality is amazing,"camera,picture,quality"
2319,Fast face unlock. Good camera. Overall very satisfied,"face,unlock,camera"
2320,Good,
2321,Everything is good,everything
2322,"This is one of the best phone i have ever bought.
I am lucky enough i purchased this at 27000 in big billion days sale...
Camera -super aewsome records slow motion 4K videos...
Excellent battery backup...
One thing i love the most is its charger and charging speed...
In 40 mins it will charge your phone...what else you want","phone,day,sale,camera,aewsome,record,motion,k,video,battery,backup,thing,charger,speed,min,phone"
2323,It's grt,
2324,Excellent product,product
2325,This device is best among all smart phone available in market.,"device,phone,market"
2326,It was nice produt ... 1 St think was was like normal chines phone but it was good .. I like it this product,"produt,st,chine,phone,product"
2327,Good,
2328,Everything as expected its really cool n nice,everything
2329,"Apart from Sound and Auto Brightness features, everything is going well for me...",everything
2330,Super featueres with best quality in every matter,"featuere,quality,matter"
2331,Good,
2332,I have one plus company and thier concepts of their phone because of buying this phone . I had using this phone for 7 months i was not suffering any problem with this phone 😍,"company,concept,phone,phone,phone,month,problem,phone"
